"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-06 14:08:00,18.8 ms,98.1 ms,15.3 ms,111 ms,1.24 ms,0.572 ms,0.725 ms,22.7 ms,99.1 ms,14.8 ms,110 ms,1.43 ms,0.600 ms,0.633 ms,23.8 ms,98.8 ms,15.0 ms,136 ms,1.19 ms,1.14 ms,1.36 ms,26.8 ms,98.0 ms,14.4 ms,108 ms,1.10 ms,0.474 ms,0.734 ms,109 ms,37.5 ms,24.0 ms,19.0 ms,23.3 ms,22.9 ms,39.4 ms,97.9 ms,14.7 ms,14.4 ms,14.4 ms,14.5 ms,109 ms,98.0 ms,98.6 ms,97.9 ms,97.7 ms,99.0 ms
2026-01-06 14:10:00,19.2 ms,98.1 ms,14.0 ms,111 ms,1.19 ms,0.422 ms,0.808 ms,23.1 ms,98.9 ms,14.8 ms,110 ms,1.49 ms,0.600 ms,0.665 ms,23.7 ms,98.5 ms,15.3 ms,136 ms,1.14 ms,1.02 ms,1.50 ms,23.2 ms,97.8 ms,14.4 ms,108 ms,1.27 ms,0.450 ms,0.695 ms,110 ms,37.8 ms,23.9 ms,18.9 ms,23.4 ms,23.0 ms,39.4 ms,98.0 ms,15.2 ms,14.2 ms,14.3 ms,16.3 ms,109 ms,98.1 ms,98.6 ms,98.0 ms,97.9 ms,98.9 ms
2026-01-06 14:12:00,19.1 ms,98.0 ms,14.2 ms,111 ms,1.29 ms,0.490 ms,0.719 ms,22.9 ms,98.9 ms,14.9 ms,110 ms,1.38 ms,0.659 ms,0.793 ms,23.8 ms,98.7 ms,15.4 ms,136 ms,6.90 ms,1.18 ms,1.38 ms,23.4 ms,98.2 ms,14.4 ms,108 ms,1.29 ms,0.435 ms,0.767 ms,109 ms,37.5 ms,24.2 ms,18.9 ms,23.4 ms,23.1 ms,37.3 ms,98.2 ms,15.1 ms,14.6 ms,14.5 ms,14.7 ms,109 ms,98.1 ms,98.7 ms,98.2 ms,97.8 ms,99.1 ms
2026-01-06 14:14:00,19.2 ms,98.0 ms,14.1 ms,111 ms,1.29 ms,0.428 ms,0.719 ms,23.0 ms,98.9 ms,14.4 ms,110 ms,1.42 ms,0.712 ms,0.617 ms,23.8 ms,98.5 ms,15.1 ms,136 ms,1.15 ms,7.73 ms,1.45 ms,23.8 ms,97.8 ms,14.4 ms,108 ms,1.17 ms,0.371 ms,0.861 ms,109 ms,37.4 ms,24.3 ms,18.9 ms,23.3 ms,22.8 ms,37.4 ms,97.9 ms,14.9 ms,14.2 ms,14.3 ms,14.6 ms,109 ms,98.1 ms,98.8 ms,98.0 ms,98.1 ms,98.9 ms
2026-01-06 14:16:00,19.1 ms,97.9 ms,15.0 ms,111 ms,1.29 ms,0.382 ms,0.670 ms,23.2 ms,98.9 ms,14.9 ms,110 ms,1.51 ms,0.826 ms,0.618 ms,23.6 ms,98.4 ms,15.0 ms,136 ms,1.07 ms,1.15 ms,1.39 ms,23.3 ms,97.8 ms,15.6 ms,108 ms,1.18 ms,0.380 ms,0.681 ms,109 ms,37.4 ms,24.3 ms,19.2 ms,23.4 ms,23.3 ms,37.8 ms,97.9 ms,14.9 ms,14.6 ms,14.8 ms,14.6 ms,109 ms,98.1 ms,98.6 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-06 14:18:00,19.1 ms,97.9 ms,14.3 ms,111 ms,1.31 ms,0.596 ms,0.663 ms,22.8 ms,98.9 ms,14.6 ms,110 ms,1.39 ms,0.575 ms,0.641 ms,24.2 ms,98.5 ms,14.8 ms,136 ms,1.01 ms,1.19 ms,1.35 ms,23.4 ms,97.8 ms,14.7 ms,108 ms,1.13 ms,0.467 ms,0.841 ms,109 ms,37.5 ms,24.3 ms,19.1 ms,23.4 ms,23.0 ms,37.6 ms,98.0 ms,15.0 ms,14.4 ms,14.5 ms,14.8 ms,109 ms,97.9 ms,98.6 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-06 14:20:00,19.1 ms,98.0 ms,14.3 ms,111 ms,1.12 ms,0.382 ms,0.776 ms,22.8 ms,98.9 ms,14.6 ms,110 ms,1.32 ms,0.636 ms,0.849 ms,24.0 ms,98.6 ms,15.1 ms,136 ms,1.04 ms,1.22 ms,1.40 ms,23.4 ms,97.8 ms,14.3 ms,108 ms,1.33 ms,0.478 ms,0.745 ms,110 ms,37.8 ms,24.1 ms,19.5 ms,23.4 ms,22.9 ms,37.6 ms,98.1 ms,15.0 ms,14.2 ms,14.3 ms,14.6 ms,109 ms,97.8 ms,98.5 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-06 14:22:00,19.3 ms,98.0 ms,14.4 ms,111 ms,1.19 ms,0.486 ms,0.718 ms,22.8 ms,98.9 ms,14.7 ms,110 ms,1.34 ms,0.594 ms,0.589 ms,24.0 ms,98.5 ms,15.1 ms,136 ms,1.00 ms,1.01 ms,1.34 ms,23.3 ms,97.8 ms,14.7 ms,108 ms,1.12 ms,0.556 ms,0.715 ms,110 ms,37.4 ms,24.1 ms,19.3 ms,23.4 ms,23.2 ms,37.5 ms,98.0 ms,15.1 ms,14.0 ms,14.8 ms,14.8 ms,110 ms,97.9 ms,98.5 ms,98.1 ms,97.8 ms,98.8 ms
2026-01-06 14:24:00,19.0 ms,98.0 ms,14.2 ms,111 ms,1.12 ms,0.488 ms,0.719 ms,23.0 ms,98.9 ms,14.7 ms,110 ms,1.53 ms,0.593 ms,0.694 ms,23.7 ms,98.6 ms,15.2 ms,136 ms,1.18 ms,1.19 ms,1.37 ms,23.6 ms,97.8 ms,14.4 ms,108 ms,1.22 ms,0.454 ms,0.753 ms,109 ms,37.7 ms,24.0 ms,19.0 ms,23.1 ms,23.1 ms,37.5 ms,97.9 ms,15.2 ms,14.3 ms,14.1 ms,14.6 ms,110 ms,98.5 ms,98.7 ms,97.9 ms,98.0 ms,98.9 ms
2026-01-06 14:26:00,18.9 ms,98.2 ms,14.6 ms,111 ms,1.12 ms,0.376 ms,0.797 ms,22.7 ms,98.9 ms,14.6 ms,110 ms,1.41 ms,0.622 ms,0.736 ms,23.8 ms,98.5 ms,16.1 ms,136 ms,1.10 ms,1.16 ms,1.46 ms,23.7 ms,97.8 ms,14.8 ms,108 ms,1.21 ms,0.492 ms,0.785 ms,109 ms,37.7 ms,24.2 ms,19.0 ms,23.6 ms,22.8 ms,37.3 ms,98.1 ms,14.8 ms,14.1 ms,14.3 ms,14.7 ms,109 ms,97.9 ms,98.7 ms,98.0 ms,97.8 ms,99.0 ms
2026-01-06 14:28:00,18.9 ms,98.0 ms,14.2 ms,111 ms,1.18 ms,0.340 ms,0.782 ms,23.3 ms,98.9 ms,22.6 ms,110 ms,1.46 ms,0.608 ms,0.941 ms,23.7 ms,99.6 ms,14.8 ms,136 ms,1.01 ms,1.05 ms,1.58 ms,23.5 ms,97.9 ms,15.5 ms,108 ms,1.10 ms,0.639 ms,0.684 ms,109 ms,37.5 ms,26.4 ms,18.9 ms,23.0 ms,22.8 ms,37.3 ms,98.4 ms,14.8 ms,14.3 ms,14.3 ms,14.6 ms,109 ms,98.1 ms,99.6 ms,98.5 ms,97.9 ms,99.1 ms
2026-01-06 14:30:00,18.8 ms,98.0 ms,14.1 ms,111 ms,1.27 ms,0.583 ms,0.766 ms,23.1 ms,99.1 ms,14.6 ms,110 ms,1.49 ms,0.602 ms,0.683 ms,24.7 ms,99.6 ms,15.1 ms,136 ms,1.15 ms,1.12 ms,1.37 ms,23.2 ms,97.8 ms,15.2 ms,108 ms,1.23 ms,0.420 ms,0.706 ms,109 ms,37.7 ms,24.2 ms,19.0 ms,23.4 ms,23.3 ms,37.3 ms,99.8 ms,15.5 ms,14.2 ms,14.2 ms,14.7 ms,110 ms,98.0 ms,99.7 ms,98.1 ms,98.0 ms,98.9 ms
2026-01-06 14:32:00,19.2 ms,98.8 ms,14.5 ms,111 ms,1.29 ms,0.497 ms,0.757 ms,23.1 ms,98.9 ms,14.6 ms,110 ms,1.35 ms,0.661 ms,0.603 ms,23.7 ms,99.6 ms,14.9 ms,136 ms,1.13 ms,1.08 ms,1.34 ms,23.7 ms,98.8 ms,15.0 ms,108 ms,1.19 ms,0.500 ms,0.800 ms,110 ms,37.2 ms,24.1 ms,18.9 ms,26.5 ms,23.1 ms,37.7 ms,98.1 ms,15.1 ms,14.4 ms,14.2 ms,14.6 ms,110 ms,97.7 ms,99.7 ms,98.2 ms,97.8 ms,98.8 ms
2026-01-06 14:34:00,19.1 ms,98.8 ms,20.1 ms,111 ms,1.33 ms,0.366 ms,0.816 ms,22.9 ms,98.9 ms,14.7 ms,110 ms,1.31 ms,0.630 ms,0.794 ms,24.0 ms,99.5 ms,15.0 ms,136 ms,0.976 ms,1.11 ms,1.45 ms,23.0 ms,98.9 ms,14.6 ms,108 ms,1.10 ms,0.382 ms,0.784 ms,109 ms,37.7 ms,23.8 ms,19.1 ms,23.4 ms,23.0 ms,37.4 ms,106 ms,14.9 ms,14.7 ms,14.4 ms,14.7 ms,109 ms,98.3 ms,101 ms,99.0 ms,98.8 ms,98.9 ms
2026-01-06 14:36:00,18.9 ms,98.8 ms,14.2 ms,111 ms,1.19 ms,0.401 ms,0.750 ms,23.1 ms,98.9 ms,14.7 ms,110 ms,1.60 ms,0.626 ms,0.604 ms,24.1 ms,99.7 ms,15.1 ms,136 ms,1.18 ms,1.15 ms,1.41 ms,23.2 ms,98.8 ms,15.7 ms,108 ms,1.26 ms,0.453 ms,0.763 ms,109 ms,37.7 ms,24.1 ms,18.9 ms,23.3 ms,23.1 ms,37.3 ms,99.7 ms,15.0 ms,14.1 ms,14.3 ms,14.6 ms,109 ms,98.2 ms,99.5 ms,98.8 ms,98.8 ms,98.9 ms
2026-01-06 14:38:00,18.9 ms,97.9 ms,14.4 ms,111 ms,1.18 ms,0.407 ms,0.726 ms,23.2 ms,98.9 ms,14.3 ms,110 ms,1.50 ms,0.758 ms,0.823 ms,23.9 ms,99.7 ms,15.3 ms,136 ms,1.05 ms,1.13 ms,1.34 ms,23.5 ms,97.8 ms,16.7 ms,108 ms,1.19 ms,0.455 ms,0.771 ms,109 ms,37.8 ms,23.9 ms,19.0 ms,23.2 ms,23.0 ms,37.5 ms,98.0 ms,17.8 ms,14.2 ms,14.3 ms,14.8 ms,110 ms,98.1 ms,99.7 ms,98.1 ms,97.9 ms,98.9 ms
2026-01-06 14:40:00,19.2 ms,97.9 ms,14.1 ms,111 ms,1.29 ms,0.591 ms,0.722 ms,22.6 ms,99.0 ms,14.5 ms,110 ms,1.43 ms,0.573 ms,0.627 ms,24.0 ms,99.5 ms,15.3 ms,136 ms,1.01 ms,1.11 ms,1.34 ms,23.5 ms,97.7 ms,14.5 ms,108 ms,1.35 ms,0.354 ms,0.888 ms,109 ms,38.3 ms,23.7 ms,18.8 ms,23.0 ms,23.1 ms,37.5 ms,98.1 ms,15.2 ms,14.4 ms,14.3 ms,14.6 ms,109 ms,97.9 ms,99.6 ms,98.0 ms,97.9 ms,98.8 ms
2026-01-06 14:42:00,18.8 ms,98.0 ms,14.4 ms,111 ms,1.16 ms,0.387 ms,0.655 ms,23.0 ms,98.9 ms,14.8 ms,110 ms,1.31 ms,0.650 ms,0.625 ms,23.8 ms,99.6 ms,15.3 ms,136 ms,1.17 ms,1.18 ms,1.50 ms,23.2 ms,98.0 ms,14.9 ms,108 ms,1.32 ms,0.373 ms,1.11 ms,109 ms,38.0 ms,24.0 ms,19.3 ms,23.3 ms,22.8 ms,39.4 ms,97.8 ms,15.5 ms,14.5 ms,14.6 ms,14.5 ms,109 ms,98.5 ms,99.6 ms,98.1 ms,97.8 ms,98.9 ms
2026-01-06 14:44:00,19.0 ms,98.2 ms,14.5 ms,111 ms,1.16 ms,0.523 ms,0.737 ms,23.2 ms,98.9 ms,14.4 ms,110 ms,1.48 ms,0.624 ms,0.647 ms,23.8 ms,100 ms,17.1 ms,136 ms,1.24 ms,1.02 ms,1.35 ms,23.2 ms,98.0 ms,14.2 ms,108 ms,1.27 ms,0.449 ms,0.662 ms,109 ms,37.6 ms,24.2 ms,19.0 ms,23.5 ms,23.2 ms,37.5 ms,98.1 ms,15.1 ms,14.3 ms,14.4 ms,14.7 ms,110 ms,98.0 ms,99.6 ms,98.0 ms,97.8 ms,99.2 ms
2026-01-06 14:46:00,19.0 ms,98.8 ms,15.5 ms,111 ms,1.27 ms,0.436 ms,0.785 ms,22.7 ms,99.2 ms,18.5 ms,110 ms,1.41 ms,0.569 ms,0.732 ms,23.7 ms,98.6 ms,15.1 ms,136 ms,1.20 ms,1.22 ms,1.45 ms,23.4 ms,98.7 ms,14.3 ms,108 ms,1.11 ms,0.376 ms,0.732 ms,110 ms,37.6 ms,24.1 ms,19.2 ms,23.4 ms,23.4 ms,37.3 ms,97.9 ms,14.9 ms,15.0 ms,14.3 ms,14.8 ms,110 ms,98.1 ms,99.5 ms,99.0 ms,98.8 ms,99.2 ms
2026-01-06 14:48:00,19.0 ms,98.0 ms,14.7 ms,111 ms,1.25 ms,0.429 ms,0.729 ms,22.7 ms,99.0 ms,14.5 ms,110 ms,1.58 ms,0.613 ms,0.738 ms,24.4 ms,98.8 ms,15.1 ms,136 ms,1.14 ms,1.02 ms,1.32 ms,23.5 ms,98.0 ms,14.7 ms,108 ms,1.11 ms,0.567 ms,0.723 ms,110 ms,37.0 ms,23.8 ms,18.9 ms,23.1 ms,23.0 ms,38.6 ms,98.2 ms,15.2 ms,14.6 ms,15.0 ms,14.5 ms,109 ms,97.9 ms,98.6 ms,99.0 ms,98.1 ms,98.9 ms
2026-01-06 14:50:00,18.9 ms,97.9 ms,14.5 ms,111 ms,1.21 ms,0.690 ms,0.676 ms,23.0 ms,99.0 ms,14.6 ms,110 ms,1.32 ms,0.662 ms,0.630 ms,24.0 ms,98.5 ms,15.1 ms,136 ms,1.19 ms,1.02 ms,1.38 ms,23.2 ms,97.8 ms,14.4 ms,108 ms,1.12 ms,0.394 ms,0.840 ms,109 ms,38.0 ms,24.1 ms,19.2 ms,23.2 ms,22.8 ms,38.6 ms,97.9 ms,15.1 ms,14.4 ms,14.4 ms,14.7 ms,109 ms,98.2 ms,98.7 ms,98.2 ms,97.7 ms,98.9 ms
2026-01-06 14:52:00,19.0 ms,98.1 ms,14.7 ms,111 ms,1.35 ms,0.425 ms,0.787 ms,23.2 ms,99.0 ms,16.0 ms,110 ms,1.44 ms,0.648 ms,0.509 ms,23.9 ms,98.6 ms,15.6 ms,136 ms,1.21 ms,1.10 ms,1.47 ms,23.5 ms,97.8 ms,14.5 ms,108 ms,1.18 ms,0.411 ms,0.685 ms,109 ms,37.7 ms,24.1 ms,19.0 ms,23.2 ms,23.3 ms,37.7 ms,97.8 ms,15.2 ms,14.3 ms,14.3 ms,14.9 ms,109 ms,98.0 ms,98.6 ms,98.0 ms,296 ms,98.9 ms
2026-01-06 14:54:00,18.9 ms,98.0 ms,14.1 ms,111 ms,1.06 ms,0.463 ms,0.807 ms,22.7 ms,99.0 ms,14.5 ms,110 ms,1.44 ms,0.601 ms,0.611 ms,23.8 ms,98.6 ms,15.3 ms,136 ms,1.15 ms,1.25 ms,1.37 ms,23.0 ms,98.1 ms,14.5 ms,108 ms,1.28 ms,0.486 ms,0.702 ms,109 ms,37.4 ms,24.1 ms,19.3 ms,23.1 ms,23.3 ms,37.5 ms,97.9 ms,15.2 ms,14.1 ms,14.5 ms,14.6 ms,110 ms,97.9 ms,98.5 ms,97.9 ms,97.9 ms,99.1 ms
2026-01-06 14:56:00,19.1 ms,98.0 ms,15.5 ms,111 ms,1.19 ms,0.499 ms,0.802 ms,22.8 ms,99.0 ms,14.8 ms,110 ms,1.42 ms,0.580 ms,0.629 ms,23.8 ms,98.6 ms,15.2 ms,136 ms,1.23 ms,1.21 ms,1.47 ms,23.3 ms,97.8 ms,14.4 ms,108 ms,1.25 ms,0.490 ms,0.689 ms,109 ms,37.4 ms,24.1 ms,19.1 ms,23.0 ms,23.0 ms,37.3 ms,98.7 ms,15.0 ms,14.6 ms,14.4 ms,19.7 ms,109 ms,97.9 ms,98.6 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-06 14:58:00,19.0 ms,97.9 ms,14.8 ms,111 ms,5.81 ms,0.399 ms,0.712 ms,23.0 ms,99.0 ms,15.0 ms,110 ms,1.44 ms,0.687 ms,0.726 ms,24.1 ms,98.6 ms,15.5 ms,136 ms,1.13 ms,1.45 ms,1.43 ms,23.3 ms,97.8 ms,14.6 ms,108 ms,1.24 ms,0.470 ms,0.773 ms,109 ms,37.5 ms,24.1 ms,19.0 ms,696 ms,22.8 ms,37.7 ms,106 ms,15.1 ms,14.1 ms,14.2 ms,14.7 ms,109 ms,139 ms,98.6 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-06 15:00:00,23.4 ms,97.9 ms,14.4 ms,111 ms,1.33 ms,0.503 ms,0.747 ms,23.7 ms,99.0 ms,14.6 ms,110 ms,1.43 ms,0.580 ms,0.659 ms,24.2 ms,98.6 ms,15.5 ms,136 ms,0.973 ms,1.18 ms,1.35 ms,34.8 ms,97.9 ms,14.6 ms,108 ms,1.16 ms,0.712 ms,0.766 ms,109 ms,37.7 ms,24.1 ms,23.1 ms,23.0 ms,23.7 ms,37.7 ms,98.0 ms,14.9 ms,14.1 ms,14.6 ms,14.5 ms,110 ms,97.9 ms,98.6 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-06 15:02:00,23.0 ms,98.0 ms,14.6 ms,111 ms,1.39 ms,0.389 ms,0.900 ms,23.9 ms,99.0 ms,14.3 ms,110 ms,1.48 ms,0.640 ms,0.640 ms,23.9 ms,99.7 ms,15.4 ms,136 ms,1.12 ms,1.16 ms,1.58 ms,22.9 ms,97.8 ms,14.9 ms,108 ms,1.10 ms,0.497 ms,1.01 ms,110 ms,38.1 ms,34.1 ms,23.4 ms,23.0 ms,23.5 ms,38.3 ms,98.4 ms,15.1 ms,14.2 ms,14.2 ms,14.9 ms,109 ms,98.1 ms,98.6 ms,98.0 ms,97.9 ms,99.2 ms
2026-01-06 15:04:00,23.3 ms,98.0 ms,18.7 ms,111 ms,1.10 ms,0.564 ms,0.748 ms,23.7 ms,99.1 ms,14.6 ms,110 ms,1.51 ms,0.577 ms,0.570 ms,24.2 ms,99.5 ms,15.4 ms,136 ms,0.995 ms,1.09 ms,1.44 ms,23.0 ms,97.8 ms,14.5 ms,108 ms,1.12 ms,0.395 ms,0.938 ms,109 ms,38.1 ms,24.3 ms,23.2 ms,23.0 ms,23.5 ms,38.2 ms,100 ms,15.0 ms,14.4 ms,14.4 ms,14.6 ms,110 ms,98.1 ms,99.6 ms,98.1 ms,98.1 ms,98.9 ms
2026-01-06 15:06:00,23.2 ms,98.1 ms,14.2 ms,111 ms,0.998 ms,0.568 ms,0.669 ms,22.3 ms,99.1 ms,14.5 ms,110 ms,1.39 ms,0.806 ms,0.578 ms,23.2 ms,99.7 ms,15.2 ms,136 ms,1.05 ms,1.05 ms,1.57 ms,22.9 ms,97.8 ms,14.6 ms,108 ms,1.36 ms,0.599 ms,0.578 ms,110 ms,38.1 ms,24.3 ms,22.8 ms,23.0 ms,22.7 ms,37.9 ms,98.1 ms,15.3 ms,14.3 ms,14.7 ms,14.6 ms,109 ms,98.0 ms,99.5 ms,98.1 ms,98.0 ms,99.0 ms
2026-01-06 15:08:00,22.7 ms,98.0 ms,14.3 ms,111 ms,1.24 ms,0.611 ms,0.655 ms,22.5 ms,98.9 ms,14.4 ms,110 ms,1.48 ms,0.588 ms,0.780 ms,23.2 ms,98.6 ms,15.1 ms,136 ms,1.49 ms,1.40 ms,1.40 ms,22.6 ms,97.8 ms,14.4 ms,108 ms,1.29 ms,0.419 ms,0.801 ms,110 ms,37.2 ms,23.3 ms,22.8 ms,22.4 ms,22.5 ms,47.6 ms,98.0 ms,15.1 ms,30.2 ms,14.6 ms,14.6 ms,110 ms,98.0 ms,100.0 ms,98.0 ms,97.8 ms,99.2 ms
2026-01-06 15:10:00,22.6 ms,97.9 ms,14.5 ms,111 ms,0.972 ms,0.575 ms,0.680 ms,22.2 ms,99.0 ms,15.8 ms,110 ms,1.62 ms,0.618 ms,0.692 ms,23.1 ms,98.6 ms,15.6 ms,136 ms,1.15 ms,1.18 ms,1.38 ms,22.5 ms,97.8 ms,14.7 ms,108 ms,1.25 ms,0.394 ms,0.870 ms,110 ms,47.9 ms,23.4 ms,23.1 ms,22.6 ms,22.4 ms,47.6 ms,97.9 ms,14.9 ms,14.2 ms,14.4 ms,14.6 ms,110 ms,98.0 ms,98.6 ms,98.1 ms,97.8 ms,98.9 ms
2026-01-06 15:12:00,22.6 ms,98.9 ms,14.6 ms,111 ms,1.30 ms,0.426 ms,0.871 ms,22.2 ms,98.8 ms,14.7 ms,110 ms,1.43 ms,0.637 ms,0.715 ms,23.1 ms,98.4 ms,15.2 ms,136 ms,1.34 ms,1.30 ms,1.43 ms,22.7 ms,98.8 ms,16.2 ms,108 ms,1.23 ms,0.485 ms,0.739 ms,109 ms,36.7 ms,23.6 ms,22.7 ms,22.5 ms,22.6 ms,37.3 ms,97.9 ms,15.3 ms,22.0 ms,16.0 ms,14.7 ms,109 ms,97.8 ms,98.6 ms,98.9 ms,99.0 ms,98.8 ms
2026-01-06 15:14:00,22.8 ms,98.8 ms,14.6 ms,111 ms,1.12 ms,0.563 ms,0.713 ms,22.5 ms,98.9 ms,14.8 ms,110 ms,1.37 ms,0.662 ms,0.686 ms,23.6 ms,98.6 ms,14.9 ms,136 ms,1.20 ms,1.25 ms,1.40 ms,22.7 ms,98.8 ms,14.3 ms,108 ms,1.14 ms,0.496 ms,0.805 ms,109 ms,37.3 ms,24.7 ms,23.0 ms,22.7 ms,22.7 ms,37.2 ms,97.9 ms,14.8 ms,14.5 ms,14.9 ms,15.2 ms,109 ms,97.9 ms,98.6 ms,98.8 ms,98.8 ms,98.9 ms
