"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-04 17:55:00,18.8 ms,97.8 ms,14.7 ms,111 ms,1.08 ms,0.534 ms,0.726 ms,22.8 ms,98.8 ms,15.4 ms,110 ms,1.49 ms,0.534 ms,0.558 ms,24.0 ms,98.7 ms,15.2 ms,136 ms,1.06 ms,1.06 ms,1.21 ms,23.2 ms,97.7 ms,15.2 ms,108 ms,1.06 ms,0.513 ms,0.594 ms,110 ms,37.7 ms,23.7 ms,19.0 ms,23.5 ms,23.0 ms,37.6 ms,98.7 ms,15.3 ms,14.2 ms,15.1 ms,15.2 ms,109 ms,98.7 ms,35.1 ms,98.6 ms,97.9 ms,97.9 ms,98.7 ms
2026-01-04 18:00:00,19.2 ms,99.0 ms,14.4 ms,111 ms,1.06 ms,0.473 ms,0.724 ms,22.9 ms,98.8 ms,16.0 ms,110 ms,1.35 ms,0.545 ms,0.593 ms,24.0 ms,98.8 ms,14.9 ms,136 ms,0.985 ms,1.00 ms,1.48 ms,23.1 ms,98.6 ms,14.4 ms,108 ms,1.13 ms,0.385 ms,0.789 ms,110 ms,37.6 ms,24.2 ms,19.1 ms,23.4 ms,22.9 ms,37.7 ms,98.7 ms,15.4 ms,14.5 ms,14.3 ms,15.0 ms,109 ms,98.6 ms,35.1 ms,98.5 ms,98.8 ms,98.6 ms,98.7 ms
2026-01-04 18:05:00,19.0 ms,97.8 ms,14.5 ms,111 ms,1.21 ms,0.474 ms,0.779 ms,22.6 ms,99.0 ms,14.9 ms,110 ms,1.38 ms,0.627 ms,0.562 ms,23.7 ms,99.0 ms,15.9 ms,136 ms,1.12 ms,0.971 ms,1.33 ms,23.2 ms,98.0 ms,14.3 ms,108 ms,1.02 ms,0.523 ms,0.959 ms,109 ms,37.6 ms,26.6 ms,19.0 ms,23.4 ms,22.6 ms,37.9 ms,98.8 ms,15.3 ms,14.4 ms,14.5 ms,15.9 ms,109 ms,142 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 18:10:00,18.9 ms,97.8 ms,98.2 ms,111 ms,1.19 ms,0.451 ms,0.708 ms,22.7 ms,98.9 ms,14.8 ms,110 ms,1.33 ms,0.662 ms,0.669 ms,23.8 ms,98.6 ms,15.2 ms,136 ms,1.15 ms,1.02 ms,1.32 ms,23.6 ms,97.7 ms,14.9 ms,108 ms,1.14 ms,0.599 ms,0.672 ms,109 ms,38.6 ms,23.8 ms,18.9 ms,23.6 ms,23.0 ms,38.9 ms,98.8 ms,15.1 ms,14.2 ms,14.9 ms,15.0 ms,123 ms,98.8 ms,35.1 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-04 18:15:00,19.0 ms,97.9 ms,14.4 ms,111 ms,1.29 ms,0.375 ms,0.683 ms,22.6 ms,98.8 ms,15.9 ms,110 ms,1.33 ms,0.608 ms,0.535 ms,23.8 ms,99.5 ms,14.9 ms,136 ms,1.12 ms,1.17 ms,1.42 ms,23.2 ms,97.8 ms,15.0 ms,108 ms,1.23 ms,0.624 ms,0.695 ms,109 ms,38.1 ms,23.8 ms,19.0 ms,23.5 ms,22.9 ms,37.8 ms,98.7 ms,15.2 ms,14.3 ms,14.8 ms,15.1 ms,110 ms,98.7 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 18:20:00,19.2 ms,97.8 ms,14.9 ms,111 ms,1.39 ms,0.459 ms,0.790 ms,22.5 ms,98.8 ms,15.1 ms,110 ms,1.49 ms,0.698 ms,0.681 ms,23.9 ms,98.6 ms,15.4 ms,136 ms,1.31 ms,0.987 ms,1.41 ms,23.1 ms,97.7 ms,14.8 ms,108 ms,1.00 ms,0.642 ms,0.684 ms,109 ms,38.0 ms,24.0 ms,19.3 ms,23.4 ms,23.1 ms,38.4 ms,98.5 ms,15.2 ms,14.3 ms,15.0 ms,15.0 ms,109 ms,98.5 ms,35.1 ms,98.7 ms,97.9 ms,97.8 ms,98.7 ms
2026-01-04 18:25:00,19.0 ms,97.8 ms,15.1 ms,111 ms,1.22 ms,0.581 ms,0.784 ms,22.4 ms,98.7 ms,15.1 ms,110 ms,1.41 ms,0.707 ms,0.589 ms,23.6 ms,98.6 ms,15.0 ms,136 ms,1.23 ms,1.04 ms,1.42 ms,23.4 ms,97.7 ms,15.0 ms,108 ms,1.14 ms,0.563 ms,0.826 ms,110 ms,38.1 ms,23.8 ms,19.1 ms,23.2 ms,23.0 ms,37.7 ms,98.8 ms,15.1 ms,16.0 ms,14.9 ms,15.1 ms,109 ms,98.5 ms,35.1 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-04 18:30:00,18.9 ms,97.8 ms,14.4 ms,111 ms,1.19 ms,0.678 ms,0.703 ms,22.7 ms,98.8 ms,15.3 ms,110 ms,1.67 ms,0.575 ms,0.559 ms,24.1 ms,99.2 ms,14.9 ms,136 ms,1.04 ms,0.981 ms,1.44 ms,23.2 ms,97.7 ms,14.5 ms,108 ms,1.09 ms,0.530 ms,0.727 ms,109 ms,38.3 ms,24.0 ms,19.0 ms,23.2 ms,22.8 ms,38.2 ms,98.7 ms,15.3 ms,14.5 ms,14.0 ms,15.5 ms,110 ms,99.2 ms,35.1 ms,98.8 ms,97.9 ms,97.7 ms,98.9 ms
2026-01-04 18:35:00,19.2 ms,97.8 ms,14.4 ms,111 ms,1.17 ms,0.574 ms,0.699 ms,22.6 ms,98.7 ms,15.2 ms,110 ms,1.40 ms,0.658 ms,0.631 ms,24.0 ms,98.6 ms,14.7 ms,136 ms,1.13 ms,1.04 ms,1.51 ms,23.3 ms,97.7 ms,14.2 ms,108 ms,1.07 ms,0.560 ms,0.735 ms,109 ms,37.7 ms,33.2 ms,19.1 ms,24.9 ms,23.4 ms,37.8 ms,98.6 ms,15.3 ms,15.1 ms,14.0 ms,15.3 ms,109 ms,98.6 ms,35.1 ms,98.7 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 18:40:00,18.7 ms,97.9 ms,14.2 ms,111 ms,1.14 ms,0.598 ms,0.736 ms,22.6 ms,98.8 ms,15.2 ms,110 ms,1.51 ms,0.654 ms,0.632 ms,23.7 ms,98.8 ms,15.3 ms,136 ms,1.10 ms,8.05 ms,1.31 ms,23.6 ms,97.7 ms,15.0 ms,108 ms,1.06 ms,0.597 ms,0.735 ms,109 ms,37.7 ms,24.2 ms,18.8 ms,23.3 ms,22.7 ms,37.9 ms,98.9 ms,15.6 ms,14.3 ms,14.9 ms,15.2 ms,109 ms,98.6 ms,35.1 ms,98.7 ms,98.2 ms,97.7 ms,98.9 ms
2026-01-04 18:45:00,19.1 ms,97.9 ms,14.2 ms,111 ms,1.10 ms,0.341 ms,0.673 ms,22.9 ms,98.7 ms,15.2 ms,110 ms,1.40 ms,0.580 ms,0.643 ms,23.9 ms,98.6 ms,18.7 ms,136 ms,0.950 ms,1.29 ms,1.37 ms,23.0 ms,97.8 ms,14.8 ms,108 ms,1.32 ms,0.502 ms,0.662 ms,109 ms,37.9 ms,23.8 ms,19.2 ms,23.3 ms,23.2 ms,37.8 ms,98.7 ms,19.4 ms,14.1 ms,14.6 ms,15.2 ms,109 ms,98.8 ms,35.1 ms,98.5 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 18:50:00,18.9 ms,97.8 ms,14.9 ms,111 ms,1.12 ms,0.452 ms,0.722 ms,22.7 ms,98.8 ms,15.3 ms,110 ms,1.46 ms,0.507 ms,0.663 ms,23.9 ms,98.6 ms,15.0 ms,136 ms,1.12 ms,3.72 ms,1.24 ms,23.3 ms,97.7 ms,15.0 ms,108 ms,1.74 ms,0.400 ms,0.578 ms,109 ms,37.6 ms,23.8 ms,18.9 ms,23.3 ms,22.7 ms,38.4 ms,98.6 ms,15.1 ms,14.2 ms,15.0 ms,15.2 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 18:55:00,18.9 ms,97.9 ms,14.4 ms,111 ms,1.17 ms,0.524 ms,0.787 ms,22.9 ms,99.0 ms,15.2 ms,110 ms,1.48 ms,0.698 ms,0.790 ms,24.0 ms,99.2 ms,15.0 ms,136 ms,1.10 ms,5.57 ms,1.37 ms,23.4 ms,97.7 ms,14.3 ms,108 ms,5.96 ms,0.428 ms,0.673 ms,109 ms,37.8 ms,24.2 ms,19.1 ms,23.3 ms,23.0 ms,38.3 ms,98.7 ms,15.0 ms,14.5 ms,14.1 ms,15.0 ms,110 ms,98.6 ms,35.1 ms,98.8 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 19:00:00,19.0 ms,98.8 ms,14.8 ms,111 ms,1.24 ms,0.509 ms,0.752 ms,22.6 ms,98.8 ms,15.2 ms,110 ms,1.30 ms,0.500 ms,0.661 ms,23.9 ms,99.7 ms,14.9 ms,136 ms,1.22 ms,0.966 ms,1.33 ms,24.9 ms,98.6 ms,14.1 ms,108 ms,1.17 ms,0.503 ms,0.655 ms,109 ms,38.1 ms,24.4 ms,19.1 ms,24.8 ms,22.8 ms,38.0 ms,98.6 ms,15.1 ms,28.1 ms,14.0 ms,15.0 ms,109 ms,98.7 ms,35.1 ms,99.6 ms,98.8 ms,98.6 ms,98.7 ms
2026-01-04 19:05:00,18.9 ms,97.8 ms,14.5 ms,111 ms,1.61 ms,0.478 ms,0.759 ms,23.0 ms,98.7 ms,15.1 ms,110 ms,1.29 ms,0.680 ms,0.494 ms,23.8 ms,99.7 ms,20.3 ms,136 ms,1.11 ms,1.01 ms,1.51 ms,23.1 ms,97.8 ms,14.4 ms,108 ms,1.10 ms,0.573 ms,0.748 ms,109 ms,37.7 ms,23.7 ms,18.8 ms,23.3 ms,22.9 ms,37.7 ms,117 ms,22.2 ms,14.4 ms,14.1 ms,15.6 ms,109 ms,99.0 ms,35.1 ms,104 ms,97.9 ms,97.9 ms,98.8 ms
2026-01-04 19:10:00,18.8 ms,97.8 ms,14.4 ms,111 ms,1.41 ms,0.474 ms,0.832 ms,22.8 ms,98.8 ms,16.0 ms,110 ms,1.51 ms,0.639 ms,0.628 ms,23.7 ms,99.7 ms,15.1 ms,136 ms,0.979 ms,1.19 ms,1.33 ms,23.1 ms,97.7 ms,15.3 ms,108 ms,1.18 ms,0.355 ms,0.744 ms,109 ms,37.7 ms,23.8 ms,18.9 ms,23.4 ms,23.0 ms,37.6 ms,98.6 ms,15.2 ms,14.6 ms,14.7 ms,15.5 ms,109 ms,98.7 ms,35.1 ms,99.6 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 19:15:00,18.9 ms,98.2 ms,14.5 ms,111 ms,1.09 ms,0.318 ms,0.871 ms,23.0 ms,98.8 ms,15.0 ms,110 ms,1.39 ms,0.620 ms,0.718 ms,23.9 ms,98.6 ms,15.5 ms,136 ms,1.06 ms,1.18 ms,1.34 ms,23.4 ms,98.2 ms,15.0 ms,108 ms,1.06 ms,0.374 ms,0.649 ms,109 ms,38.4 ms,24.2 ms,18.9 ms,23.5 ms,23.2 ms,37.8 ms,102 ms,15.8 ms,14.3 ms,14.7 ms,15.9 ms,109 ms,112 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 19:20:00,18.9 ms,97.8 ms,14.3 ms,111 ms,1.25 ms,0.415 ms,0.693 ms,22.6 ms,98.9 ms,15.6 ms,110 ms,1.32 ms,0.633 ms,2.18 ms,24.4 ms,98.6 ms,15.0 ms,136 ms,1.15 ms,1.23 ms,1.35 ms,23.5 ms,97.7 ms,15.6 ms,108 ms,1.28 ms,0.537 ms,0.661 ms,109 ms,38.4 ms,24.3 ms,19.0 ms,23.5 ms,22.8 ms,38.0 ms,100 ms,15.7 ms,15.0 ms,14.7 ms,15.7 ms,109 ms,102 ms,35.1 ms,98.8 ms,97.9 ms,98.2 ms,98.7 ms
2026-01-04 19:25:00,18.9 ms,97.9 ms,14.3 ms,111 ms,1.28 ms,0.535 ms,0.767 ms,22.9 ms,98.8 ms,16.9 ms,110 ms,1.39 ms,0.564 ms,0.588 ms,25.0 ms,98.8 ms,14.8 ms,136 ms,1.30 ms,1.11 ms,1.34 ms,23.4 ms,97.7 ms,14.1 ms,108 ms,1.32 ms,0.502 ms,0.872 ms,109 ms,37.7 ms,24.4 ms,18.9 ms,23.2 ms,23.0 ms,37.6 ms,98.7 ms,14.9 ms,14.3 ms,14.3 ms,15.1 ms,109 ms,99.1 ms,35.1 ms,98.5 ms,97.8 ms,97.8 ms,98.7 ms
2026-01-04 19:30:00,19.0 ms,97.9 ms,14.7 ms,111 ms,1.11 ms,0.558 ms,0.778 ms,22.8 ms,98.8 ms,40.0 ms,110 ms,1.46 ms,0.637 ms,0.664 ms,23.9 ms,99.6 ms,16.0 ms,136 ms,1.10 ms,1.03 ms,1.41 ms,23.2 ms,97.7 ms,15.0 ms,108 ms,1.23 ms,0.582 ms,0.766 ms,110 ms,37.6 ms,24.0 ms,18.9 ms,23.1 ms,22.8 ms,37.4 ms,98.7 ms,16.4 ms,14.3 ms,15.2 ms,15.2 ms,109 ms,98.7 ms,35.1 ms,99.9 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 19:35:00,18.7 ms,97.8 ms,14.3 ms,111 ms,1.06 ms,0.465 ms,0.671 ms,22.6 ms,98.8 ms,16.4 ms,110 ms,1.42 ms,0.712 ms,0.593 ms,24.0 ms,98.9 ms,15.2 ms,136 ms,1.11 ms,1.22 ms,1.39 ms,23.3 ms,97.7 ms,15.3 ms,108 ms,1.37 ms,0.344 ms,0.712 ms,109 ms,37.9 ms,23.6 ms,18.9 ms,23.7 ms,23.1 ms,38.0 ms,98.6 ms,17.9 ms,23.2 ms,15.0 ms,15.1 ms,109 ms,98.7 ms,35.1 ms,98.8 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 19:40:00,18.7 ms,97.8 ms,14.5 ms,111 ms,1.46 ms,0.441 ms,0.771 ms,22.6 ms,98.8 ms,23.2 ms,110 ms,1.46 ms,0.607 ms,0.772 ms,23.8 ms,99.1 ms,15.3 ms,136 ms,1.03 ms,1.02 ms,1.42 ms,23.1 ms,97.7 ms,14.9 ms,108 ms,1.09 ms,0.524 ms,0.827 ms,109 ms,37.7 ms,23.7 ms,18.7 ms,23.2 ms,22.9 ms,37.5 ms,108 ms,14.9 ms,14.7 ms,14.9 ms,14.9 ms,109 ms,99.7 ms,35.1 ms,98.8 ms,98.5 ms,97.7 ms,98.7 ms
2026-01-04 19:45:00,19.1 ms,97.8 ms,14.2 ms,111 ms,1.38 ms,0.424 ms,0.881 ms,22.6 ms,98.8 ms,15.0 ms,110 ms,1.33 ms,0.672 ms,0.841 ms,24.2 ms,98.7 ms,15.2 ms,136 ms,1.08 ms,1.01 ms,1.33 ms,23.2 ms,97.8 ms,15.0 ms,108 ms,1.25 ms,0.569 ms,0.722 ms,109 ms,37.6 ms,24.1 ms,19.4 ms,23.4 ms,23.1 ms,38.5 ms,98.8 ms,15.0 ms,14.2 ms,15.3 ms,15.7 ms,109 ms,99.0 ms,35.1 ms,98.7 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-04 19:50:00,18.8 ms,97.9 ms,14.5 ms,111 ms,1.37 ms,0.532 ms,0.844 ms,22.5 ms,98.9 ms,15.1 ms,110 ms,1.40 ms,0.697 ms,0.605 ms,24.0 ms,98.7 ms,15.4 ms,136 ms,1.08 ms,1.30 ms,1.25 ms,23.1 ms,97.7 ms,14.3 ms,108 ms,1.09 ms,0.616 ms,0.870 ms,109 ms,39.7 ms,24.1 ms,19.1 ms,23.1 ms,22.8 ms,37.9 ms,98.9 ms,14.9 ms,14.6 ms,14.3 ms,15.1 ms,109 ms,98.9 ms,35.1 ms,98.9 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-04 19:55:00,18.8 ms,97.8 ms,15.2 ms,111 ms,1.11 ms,0.391 ms,0.730 ms,22.6 ms,98.8 ms,15.4 ms,110 ms,1.49 ms,0.537 ms,0.557 ms,24.1 ms,98.9 ms,15.7 ms,136 ms,1.23 ms,1.18 ms,6.57 ms,23.3 ms,97.8 ms,14.3 ms,108 ms,1.08 ms,0.315 ms,0.896 ms,110 ms,37.7 ms,24.0 ms,18.8 ms,23.2 ms,22.9 ms,37.7 ms,98.5 ms,15.0 ms,14.6 ms,14.1 ms,14.9 ms,110 ms,98.8 ms,35.1 ms,98.5 ms,98.0 ms,97.9 ms,98.7 ms
2026-01-04 20:00:00,19.0 ms,97.8 ms,14.4 ms,111 ms,1.18 ms,0.604 ms,0.729 ms,22.8 ms,98.8 ms,15.1 ms,110 ms,1.51 ms,0.602 ms,0.771 ms,24.0 ms,98.6 ms,15.4 ms,136 ms,0.999 ms,1.01 ms,1.33 ms,23.4 ms,97.7 ms,15.1 ms,108 ms,1.11 ms,0.463 ms,0.638 ms,109 ms,38.3 ms,23.6 ms,18.9 ms,23.0 ms,22.6 ms,38.2 ms,98.6 ms,15.2 ms,14.5 ms,15.1 ms,15.1 ms,109 ms,98.8 ms,35.1 ms,98.7 ms,97.8 ms,97.8 ms,98.7 ms
2026-01-04 20:05:00,19.0 ms,98.8 ms,14.5 ms,111 ms,1.21 ms,0.423 ms,0.760 ms,23.0 ms,98.8 ms,15.1 ms,110 ms,2.02 ms,0.680 ms,0.766 ms,23.8 ms,98.7 ms,15.1 ms,136 ms,1.15 ms,2.60 ms,1.37 ms,25.0 ms,98.6 ms,14.7 ms,108 ms,10.8 ms,0.530 ms,0.798 ms,109 ms,38.2 ms,24.0 ms,19.1 ms,24.8 ms,22.6 ms,38.2 ms,98.6 ms,15.2 ms,14.1 ms,14.9 ms,15.0 ms,109 ms,98.8 ms,35.1 ms,98.6 ms,98.9 ms,98.6 ms,98.8 ms
2026-01-04 20:10:00,19.0 ms,99.0 ms,14.3 ms,111 ms,1.32 ms,0.370 ms,0.719 ms,22.6 ms,98.9 ms,15.3 ms,110 ms,1.53 ms,0.599 ms,0.734 ms,23.6 ms,99.8 ms,15.4 ms,136 ms,1.17 ms,1.24 ms,1.25 ms,23.3 ms,98.6 ms,14.6 ms,108 ms,1.28 ms,0.323 ms,0.680 ms,109 ms,37.7 ms,24.0 ms,19.0 ms,23.3 ms,22.8 ms,37.7 ms,104 ms,14.9 ms,14.3 ms,14.9 ms,14.9 ms,109 ms,98.9 ms,35.1 ms,99.8 ms,98.8 ms,98.6 ms,98.9 ms
2026-01-04 20:15:00,19.3 ms,98.9 ms,14.4 ms,111 ms,1.32 ms,0.598 ms,0.775 ms,22.8 ms,99.1 ms,15.1 ms,110 ms,1.45 ms,0.538 ms,0.786 ms,23.8 ms,98.7 ms,14.9 ms,136 ms,1.04 ms,1.06 ms,1.16 ms,23.3 ms,98.6 ms,14.4 ms,108 ms,1.22 ms,0.578 ms,0.800 ms,109 ms,37.5 ms,24.2 ms,19.0 ms,23.3 ms,22.8 ms,37.9 ms,98.8 ms,15.3 ms,14.3 ms,14.1 ms,15.3 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,98.9 ms,98.7 ms,98.9 ms
2026-01-04 20:20:00,19.0 ms,98.9 ms,14.5 ms,111 ms,1.25 ms,0.646 ms,0.757 ms,22.8 ms,98.9 ms,14.9 ms,110 ms,1.48 ms,0.631 ms,0.796 ms,23.8 ms,98.6 ms,15.0 ms,136 ms,1.26 ms,1.12 ms,1.35 ms,26.6 ms,98.9 ms,14.1 ms,108 ms,1.14 ms,0.511 ms,0.741 ms,109 ms,38.0 ms,23.7 ms,19.0 ms,24.7 ms,22.7 ms,37.7 ms,99.1 ms,20.9 ms,14.4 ms,14.3 ms,15.1 ms,109 ms,99.2 ms,35.1 ms,98.6 ms,99.0 ms,98.6 ms,98.9 ms
2026-01-04 20:25:00,19.2 ms,98.1 ms,14.6 ms,111 ms,1.31 ms,0.448 ms,0.763 ms,22.6 ms,98.7 ms,15.6 ms,110 ms,1.37 ms,0.544 ms,0.633 ms,24.3 ms,98.7 ms,14.7 ms,136 ms,1.30 ms,0.998 ms,1.52 ms,23.1 ms,97.8 ms,14.5 ms,108 ms,1.10 ms,0.550 ms,0.696 ms,110 ms,37.6 ms,24.1 ms,18.7 ms,23.2 ms,22.6 ms,38.0 ms,98.6 ms,15.0 ms,14.4 ms,17.1 ms,15.0 ms,109 ms,104 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 20:30:00,18.8 ms,97.8 ms,14.7 ms,111 ms,1.20 ms,0.576 ms,0.737 ms,22.7 ms,98.7 ms,15.2 ms,110 ms,1.36 ms,0.667 ms,0.581 ms,23.9 ms,98.7 ms,15.0 ms,136 ms,1.13 ms,1.15 ms,1.33 ms,23.3 ms,97.8 ms,15.1 ms,108 ms,1.19 ms,0.475 ms,0.668 ms,109 ms,37.8 ms,24.1 ms,19.0 ms,23.2 ms,23.3 ms,38.1 ms,98.9 ms,20.2 ms,14.7 ms,14.7 ms,15.3 ms,109 ms,101 ms,35.1 ms,98.7 ms,97.9 ms,97.8 ms,98.8 ms
2026-01-04 20:35:00,18.8 ms,97.7 ms,14.5 ms,111 ms,1.14 ms,0.528 ms,0.704 ms,23.0 ms,98.9 ms,18.7 ms,110 ms,1.42 ms,0.610 ms,0.901 ms,27.7 ms,98.8 ms,15.0 ms,136 ms,1.11 ms,1.05 ms,1.35 ms,23.1 ms,97.7 ms,14.3 ms,108 ms,1.21 ms,0.470 ms,0.691 ms,109 ms,37.9 ms,23.9 ms,19.4 ms,23.4 ms,22.9 ms,37.8 ms,98.9 ms,15.3 ms,14.3 ms,14.8 ms,15.1 ms,109 ms,136 ms,35.1 ms,98.7 ms,98.0 ms,97.7 ms,98.9 ms
